id_turma;situacao_turma;nome_prof;codigo;nome_materia;total_aprovados;total;aprovacao
57654056;CONSOLIDADA;EDNA MARIA RANGEL DE SA;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;66.0;140.0;0.4714285714285714
57654058;CONSOLIDADA;EDNA MARIA RANGEL DE SA;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;33.0;101.0;0.32673267326732675
57654055;CONSOLIDADA;ADA LIMA FERREIRA DE SOUSA;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;89.0;130.0;0.6846153846153846
57654059;CONSOLIDADA;ADA LIMA FERREIRA DE SOUSA;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;45.0;141.0;0.3191489361702128
57654057;CONSOLIDADA;LAURO WANDERLEY MELLER;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;20.0;91.0;0.21978021978021978
57654931;CONSOLIDADA;EDNA MARIA RANGEL DE SA;ECT2608;METODOLOGIA DA PESQUISA PARA O TRABALHO DE CONCLUSÃO DE CURSO EM CIÊNCIAS E TECNOLOGIA;29.0;71.0;0.4084507042253521
57654932;CONSOLIDADA;EDNA MARIA RANGEL DE SA;ECT2608;METODOLOGIA DA PESQUISA PARA O TRABALHO DE CONCLUSÃO DE CURSO EM CIÊNCIAS E TECNOLOGIA;68.0;112.0;0.6071428571428571
57654933;CONSOLIDADA;ADA LIMA FERREIRA DE SOUSA;ECT1530;PRÁTICAS DE LEITURA E ESCRITA DE GÊNEROS ACADÊMICOS;7.0;19.0;0.3684210526315789
57654274;CONSOLIDADA;LAURO WANDERLEY MELLER;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;79.0;109.0;0.7247706422018348
57654275;CONSOLIDADA;LAURO WANDERLEY MELLER;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;92.0;144.0;0.6388888888888888
57654276;CONSOLIDADA;LAURO WANDERLEY MELLER;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;50.0;86.0;0.5813953488372093
57654277;CONSOLIDADA;MARCELA APARECIDA CUCCI SILVESTRE;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;46.0;66.0;0.696969696969697
57654278;CONSOLIDADA;MARCELA APARECIDA CUCCI SILVESTRE;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;45.0;179.0;0.25139664804469275
57654060;CONSOLIDADA;THIAGO ISAIAS NOBREGA DE LUCENA;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;76.0;149.0;0.5100671140939598
57654061;CONSOLIDADA;THIAGO ISAIAS NOBREGA DE LUCENA;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;105.0;149.0;0.7046979865771812
57654062;CONSOLIDADA;THIAGO ISAIAS NOBREGA DE LUCENA;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;71.0;146.0;0.4863013698630137
57654063;CONSOLIDADA;THIAGO ISAIAS NOBREGA DE LUCENA;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;35.0;109.0;0.3211009174311927
57654064;CONSOLIDADA;THIAGO ISAIAS NOBREGA DE LUCENA;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;51.0;133.0;0.38345864661654133
57654065;CONSOLIDADA;THIAGO ISAIAS NOBREGA DE LUCENA;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;60.0;155.0;0.3870967741935484
57654066;CONSOLIDADA;GLAUCIO BEZERRA BRANDAO;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;26.0;60.0;0.43333333333333335
57654066;CONSOLIDADA;HERCULANA TORRES DOS SANTOS;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;26.0;60.0;0.43333333333333335
57654067;CONSOLIDADA;GLAUCIO BEZERRA BRANDAO;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;49.0;98.0;0.5
57654067;CONSOLIDADA;HERCULANA TORRES DOS SANTOS;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;49.0;98.0;0.5
57654068;CONSOLIDADA;GLAUCIO BEZERRA BRANDAO;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;72.0;150.0;0.48
57654068;CONSOLIDADA;HERCULANA TORRES DOS SANTOS;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;72.0;150.0;0.48
57654069;CONSOLIDADA;GLAUCIO BEZERRA BRANDAO;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;60.0;133.0;0.45112781954887216
57654069;CONSOLIDADA;HERCULANA TORRES DOS SANTOS;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;60.0;133.0;0.45112781954887216
57654070;CONSOLIDADA;GLAUCIO BEZERRA BRANDAO;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;15.0;44.0;0.3409090909090909
57654070;CONSOLIDADA;HERCULANA TORRES DOS SANTOS;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;15.0;44.0;0.3409090909090909
57656794;CONSOLIDADA;GLAUCIO BEZERRA BRANDAO;ECT2602;PRÁTICAS DE STARTUP TECNOLÓGICA 2;13.0;17.0;0.7647058823529411
57654919;CONSOLIDADA;HERCULANA TORRES DOS SANTOS;ECT1566;GESTÃO DO CONHECIMENTO;40.0;93.0;0.43010752688172044
57654071;CONSOLIDADA;LORENA RAMOS CORREIA CARDOSO;ECT2202;ÁLGEBRA LINEAR;106.0;218.0;0.48623853211009177
57654074;CONSOLIDADA;LORENA RAMOS CORREIA CARDOSO;ECT2202;ÁLGEBRA LINEAR;41.0;108.0;0.37962962962962965
57654075;CONSOLIDADA;LORENA RAMOS CORREIA CARDOSO;ECT2202;ÁLGEBRA LINEAR;46.0;121.0;0.38016528925619836
57654072;CONSOLIDADA;ELTON JOSE FIGUEIREDO DE CARVALHO;ECT2202;ÁLGEBRA LINEAR;20.0;148.0;0.13513513513513514
57654073;CONSOLIDADA;ELTON JOSE FIGUEIREDO DE CARVALHO;ECT2202;ÁLGEBRA LINEAR;26.0;101.0;0.25742574257425743
57654082;CONSOLIDADA;AQUILES MEDEIROS FILGUEIRA BURLAMAQUI;ECT2203;LÓGICA DE PROGRAMAÇÃO;10.0;39.0;0.2564102564102564
57654083;CONSOLIDADA;AQUILES MEDEIROS FILGUEIRA BURLAMAQUI;ECT2203;LÓGICA DE PROGRAMAÇÃO;11.0;32.0;0.34375
57654084;CONSOLIDADA;AQUILES MEDEIROS FILGUEIRA BURLAMAQUI;ECT2203;LÓGICA DE PROGRAMAÇÃO;11.0;46.0;0.2391304347826087
57654085;CONSOLIDADA;AQUILES MEDEIROS FILGUEIRA BURLAMAQUI;ECT2203;LÓGICA DE PROGRAMAÇÃO;10.0;37.0;0.2702702702702703
57654087;CONSOLIDADA;RUMMENIGGE RUDSON DANTAS;ECT2203;LÓGICA DE PROGRAMAÇÃO;12.0;49.0;0.24489795918367346
57654088;CONSOLIDADA;RUMMENIGGE RUDSON DANTAS;ECT2203;LÓGICA DE PROGRAMAÇÃO;14.0;31.0;0.45161290322580644
57654089;CONSOLIDADA;RUMMENIGGE RUDSON DANTAS;ECT2203;LÓGICA DE PROGRAMAÇÃO;9.0;38.0;0.23684210526315788
57654090;CONSOLIDADA;RUMMENIGGE RUDSON DANTAS;ECT2203;LÓGICA DE PROGRAMAÇÃO;9.0;34.0;0.2647058823529412
57654092;CONSOLIDADA;IDALMIS MILIAN SARDINA MARTINS;ECT2203;LÓGICA DE PROGRAMAÇÃO;3.0;15.0;0.2
57654093;CONSOLIDADA;IDALMIS MILIAN SARDINA MARTINS;ECT2203;LÓGICA DE PROGRAMAÇÃO;1.0;3.0;0.3333333333333333
57654094;CONSOLIDADA;IDALMIS MILIAN SARDINA MARTINS;ECT2203;LÓGICA DE PROGRAMAÇÃO;6.0;21.0;0.2857142857142857
57654095;CONSOLIDADA;IDALMIS MILIAN SARDINA MARTINS;ECT2203;LÓGICA DE PROGRAMAÇÃO;2.0;6.0;0.3333333333333333
57654097;CONSOLIDADA;IDALMIS MILIAN SARDINA MARTINS;ECT2203;LÓGICA DE PROGRAMAÇÃO;5.0;32.0;0.15625
57654097;CONSOLIDADA;ORIVALDO VIEIRA DE SANTANA JUNIOR;ECT2203;LÓGICA DE PROGRAMAÇÃO;5.0;32.0;0.15625
57654099;CONSOLIDADA;IDALMIS MILIAN SARDINA MARTINS;ECT2203;LÓGICA DE PROGRAMAÇÃO;2.0;25.0;0.08
57654099;CONSOLIDADA;ORIVALDO VIEIRA DE SANTANA JUNIOR;ECT2203;LÓGICA DE PROGRAMAÇÃO;2.0;25.0;0.08
57654100;CONSOLIDADA;IDALMIS MILIAN SARDINA MARTINS;ECT2203;LÓGICA DE PROGRAMAÇÃO;9.0;29.0;0.3103448275862069
57654100;CONSOLIDADA;ORIVALDO VIEIRA DE SANTANA JUNIOR;ECT2203;LÓGICA DE PROGRAMAÇÃO;9.0;29.0;0.3103448275862069
57654100;CONSOLIDADA;MARCONI CAMARA RODRIGUES;ECT2203;LÓGICA DE PROGRAMAÇÃO;9.0;29.0;0.3103448275862069
57654100;CONSOLIDADA;MARCELO BORGES NOGUEIRA;ECT2203;LÓGICA DE PROGRAMAÇÃO;9.0;29.0;0.3103448275862069
57654101;CONSOLIDADA;IDALMIS MILIAN SARDINA MARTINS;ECT2203;LÓGICA DE PROGRAMAÇÃO;6.0;30.0;0.2
57654101;CONSOLIDADA;ORIVALDO VIEIRA DE SANTANA JUNIOR;ECT2203;LÓGICA DE PROGRAMAÇÃO;6.0;30.0;0.2
57654101;CONSOLIDADA;MARCONI CAMARA RODRIGUES;ECT2203;LÓGICA DE PROGRAMAÇÃO;6.0;30.0;0.2
57654101;CONSOLIDADA;MARCELO BORGES NOGUEIRA;ECT2203;LÓGICA DE PROGRAMAÇÃO;6.0;30.0;0.2
57654103;CONSOLIDADA;ORIVALDO VIEIRA DE SANTANA JUNIOR;ECT2203;LÓGICA DE PROGRAMAÇÃO;14.0;64.0;0.21875
57654104;CONSOLIDADA;ORIVALDO VIEIRA DE SANTANA JUNIOR;ECT2203;LÓGICA DE PROGRAMAÇÃO;10.0;40.0;0.25
57654105;CONSOLIDADA;ORIVALDO VIEIRA DE SANTANA JUNIOR;ECT2203;LÓGICA DE PROGRAMAÇÃO;6.0;44.0;0.13636363636363635
57654105;CONSOLIDADA;MARCONI CAMARA RODRIGUES;ECT2203;LÓGICA DE PROGRAMAÇÃO;6.0;44.0;0.13636363636363635
57654105;CONSOLIDADA;MARCELO BORGES NOGUEIRA;ECT2203;LÓGICA DE PROGRAMAÇÃO;6.0;44.0;0.13636363636363635
57654106;CONSOLIDADA;ORIVALDO VIEIRA DE SANTANA JUNIOR;ECT2203;LÓGICA DE PROGRAMAÇÃO;2.0;22.0;0.09090909090909091
57654106;CONSOLIDADA;MARCONI CAMARA RODRIGUES;ECT2203;LÓGICA DE PROGRAMAÇÃO;2.0;22.0;0.09090909090909091
57654106;CONSOLIDADA;MARCELO BORGES NOGUEIRA;ECT2203;LÓGICA DE PROGRAMAÇÃO;2.0;22.0;0.09090909090909091
57662082;CONSOLIDADA;AQUILES MEDEIROS FILGUEIRA BURLAMAQUI;ECT2527;BANCOS DE DADOS PARA WEB;3.0;4.0;0.75
57654943;CONSOLIDADA;RUMMENIGGE RUDSON DANTAS;ECT2701;INTERNET DAS COISAS;21.0;73.0;0.2876712328767123
57654597;CONSOLIDADA;MARCONI CAMARA RODRIGUES;ECT2401;COMPUTAÇÃO NUMÉRICA;2.0;14.0;0.14285714285714285
57654597;CONSOLIDADA;JOILSON BATISTA DE ALMEIDA REGO;ECT2401;COMPUTAÇÃO NUMÉRICA;2.0;14.0;0.14285714285714285
57654599;CONSOLIDADA;MARCONI CAMARA RODRIGUES;ECT2401;COMPUTAÇÃO NUMÉRICA;3.0;15.0;0.2
57654599;CONSOLIDADA;JOILSON BATISTA DE ALMEIDA REGO;ECT2401;COMPUTAÇÃO NUMÉRICA;3.0;15.0;0.2
57654600;CONSOLIDADA;MARCONI CAMARA RODRIGUES;ECT2401;COMPUTAÇÃO NUMÉRICA;3.0;18.0;0.16666666666666666
57654600;CONSOLIDADA;JOILSON BATISTA DE ALMEIDA REGO;ECT2401;COMPUTAÇÃO NUMÉRICA;3.0;18.0;0.16666666666666666
57654603;CONSOLIDADA;MARCONI CAMARA RODRIGUES;ECT2401;COMPUTAÇÃO NUMÉRICA;5.0;15.0;0.3333333333333333
57654603;CONSOLIDADA;JOILSON BATISTA DE ALMEIDA REGO;ECT2401;COMPUTAÇÃO NUMÉRICA;5.0;15.0;0.3333333333333333
57654604;CONSOLIDADA;MARCONI CAMARA RODRIGUES;ECT2401;COMPUTAÇÃO NUMÉRICA;1.0;10.0;0.1
57654604;CONSOLIDADA;JOILSON BATISTA DE ALMEIDA REGO;ECT2401;COMPUTAÇÃO NUMÉRICA;1.0;10.0;0.1
57654605;CONSOLIDADA;MARCONI CAMARA RODRIGUES;ECT2401;COMPUTAÇÃO NUMÉRICA;5.0;22.0;0.22727272727272727
57654605;CONSOLIDADA;JOILSON BATISTA DE ALMEIDA REGO;ECT2401;COMPUTAÇÃO NUMÉRICA;5.0;22.0;0.22727272727272727
57657439;CONSOLIDADA;MARCONI CAMARA RODRIGUES;ECT2401;COMPUTAÇÃO NUMÉRICA;2.0;13.0;0.15384615384615385
57657439;CONSOLIDADA;JOILSON BATISTA DE ALMEIDA REGO;ECT2401;COMPUTAÇÃO NUMÉRICA;2.0;13.0;0.15384615384615385
57657441;CONSOLIDADA;MARCONI CAMARA RODRIGUES;ECT2401;COMPUTAÇÃO NUMÉRICA;3.0;11.0;0.2727272727272727
57657441;CONSOLIDADA;JOILSON BATISTA DE ALMEIDA REGO;ECT2401;COMPUTAÇÃO NUMÉRICA;3.0;11.0;0.2727272727272727
57654592;CONSOLIDADA;MARCELO BORGES NOGUEIRA;ECT2401;COMPUTAÇÃO NUMÉRICA;16.0;27.0;0.5925925925925926
57654593;CONSOLIDADA;MARCELO BORGES NOGUEIRA;ECT2401;COMPUTAÇÃO NUMÉRICA;15.0;24.0;0.625
57654594;CONSOLIDADA;MARCELO BORGES NOGUEIRA;ECT2401;COMPUTAÇÃO NUMÉRICA;22.0;38.0;0.5789473684210527
57654595;CONSOLIDADA;MARCELO BORGES NOGUEIRA;ECT2401;COMPUTAÇÃO NUMÉRICA;16.0;40.0;0.4
57654587;CONSOLIDADA;REX ANTONIO DA COSTA MEDEIROS;ECT2401;COMPUTAÇÃO NUMÉRICA;14.0;22.0;0.6363636363636364
57654588;CONSOLIDADA;REX ANTONIO DA COSTA MEDEIROS;ECT2401;COMPUTAÇÃO NUMÉRICA;15.0;24.0;0.625
57654589;CONSOLIDADA;REX ANTONIO DA COSTA MEDEIROS;ECT2401;COMPUTAÇÃO NUMÉRICA;17.0;24.0;0.7083333333333334
57654590;CONSOLIDADA;REX ANTONIO DA COSTA MEDEIROS;ECT2401;COMPUTAÇÃO NUMÉRICA;15.0;24.0;0.625
57654107;CONSOLIDADA;JOSE HENRIQUE FERNANDEZ;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;23.0;72.0;0.3194444444444444
57654109;CONSOLIDADA;RONAI MACHADO LISBOA;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;11.0;49.0;0.22448979591836735
57654110;CONSOLIDADA;NEEMIAS ALVES DE LIMA;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;65.0;184.0;0.3532608695652174
57654112;CONSOLIDADA;NEEMIAS ALVES DE LIMA;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;79.0;126.0;0.626984126984127
57654883;CONSOLIDADA;JOSE HENRIQUE FERNANDEZ;ECT2307;FÍSICA EXPERIMENTAL I;27.0;67.0;0.40298507462686567
57654897;CONSOLIDADA;JOSE HENRIQUE FERNANDEZ;ECT2307;FÍSICA EXPERIMENTAL I;13.0;18.0;0.7222222222222222
57654901;CONSOLIDADA;MARCELO KIYOSHI KIAN NAKAEMA;ECT2307;FÍSICA EXPERIMENTAL I;19.0;52.0;0.36538461538461536
57654881;CONSOLIDADA;PEDRO DA CUNHA FERREIRA;ECT2307;FÍSICA EXPERIMENTAL I;20.0;34.0;0.5882352941176471
57654885;CONSOLIDADA;PEDRO DA CUNHA FERREIRA;ECT2307;FÍSICA EXPERIMENTAL I;18.0;65.0;0.27692307692307694
57654887;CONSOLIDADA;PEDRO DA CUNHA FERREIRA;ECT2307;FÍSICA EXPERIMENTAL I;20.0;33.0;0.6060606060606061
57654891;CONSOLIDADA;PEDRO DA CUNHA FERREIRA;ECT2307;FÍSICA EXPERIMENTAL I;15.0;34.0;0.4411764705882353
57654889;CONSOLIDADA;ANDRE BESSA MOREIRA;ECT2307;FÍSICA EXPERIMENTAL I;15.0;20.0;0.75
57654893;CONSOLIDADA;ANDRE BESSA MOREIRA;ECT2307;FÍSICA EXPERIMENTAL I;9.0;22.0;0.4090909090909091
57654895;CONSOLIDADA;ANDRE BESSA MOREIRA;ECT2307;FÍSICA EXPERIMENTAL I;16.0;33.0;0.48484848484848486
57654899;CONSOLIDADA;ANDRE BESSA MOREIRA;ECT2307;FÍSICA EXPERIMENTAL I;16.0;30.0;0.5333333333333333
57654909;CONSOLIDADA;RONAI MACHADO LISBOA;ECT2403;FÍSICA EXPERIMENTAL II;13.0;41.0;0.3170731707317073
57654913;CONSOLIDADA;RONAI MACHADO LISBOA;ECT2403;FÍSICA EXPERIMENTAL II;14.0;37.0;0.3783783783783784
57654915;CONSOLIDADA;MARCELO KIYOSHI KIAN NAKAEMA;ECT2403;FÍSICA EXPERIMENTAL II;25.0;57.0;0.43859649122807015
57654903;CONSOLIDADA;TARCIRO NORTARSON CHAVES MENDES;ECT2403;FÍSICA EXPERIMENTAL II;10.0;21.0;0.47619047619047616
57654905;CONSOLIDADA;TARCIRO NORTARSON CHAVES MENDES;ECT2403;FÍSICA EXPERIMENTAL II;15.0;43.0;0.3488372093023256
57654907;CONSOLIDADA;TARCIRO NORTARSON CHAVES MENDES;ECT2403;FÍSICA EXPERIMENTAL II;7.0;20.0;0.35
57654911;CONSOLIDADA;TARCIRO NORTARSON CHAVES MENDES;ECT2403;FÍSICA EXPERIMENTAL II;2.0;11.0;0.18181818181818182
57654114;CONSOLIDADA;GLICIA MARILI AZEVEDO DE MEDEIROS TINOCO;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;66.0;216.0;0.3055555555555556
57654116;CONSOLIDADA;GLICIA MARILI AZEVEDO DE MEDEIROS TINOCO;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;30.0;184.0;0.16304347826086957
57654115;CONSOLIDADA;JOSE ROMERITO SILVA;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;39.0;85.0;0.4588235294117647
57654117;CONSOLIDADA;JOSE ROMERITO SILVA;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;40.0;122.0;0.32786885245901637
57654118;CONSOLIDADA;ZULMARA VIRGINIA DE CARVALHO;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;46.0;170.0;0.27058823529411763
