id_turma;situacao_turma;nome_prof;codigo;nome_materia;total_aprovados;total;aprovacao
57663147;CONSOLIDADA;TATIANA DE CAMPOS BICUDO;ECT2104;QUÍMICA GERAL;28.0;67.0;0.417910447761194
57663147;CONSOLIDADA;FILIPE MARTEL DE MAGALHAES BORGES;ECT2104;QUÍMICA GERAL;28.0;67.0;0.417910447761194
57663147;CONSOLIDADA;PATRICIA KAORI SOARES;ECT2104;QUÍMICA GERAL;28.0;67.0;0.417910447761194
57663151;CONSOLIDADA;SALETE MARTINS ALVES;ECT2104;QUÍMICA GERAL;28.0;67.0;0.417910447761194
57663151;CONSOLIDADA;ELISAMA VIEIRA DOS SANTOS;ECT2104;QUÍMICA GERAL;28.0;67.0;0.417910447761194
57663151;CONSOLIDADA;TATIANA DE CAMPOS BICUDO;ECT2104;QUÍMICA GERAL;28.0;67.0;0.417910447761194
57663151;CONSOLIDADA;FILIPE MARTEL DE MAGALHAES BORGES;ECT2104;QUÍMICA GERAL;28.0;67.0;0.417910447761194
57663151;CONSOLIDADA;PATRICIA KAORI SOARES;ECT2104;QUÍMICA GERAL;28.0;67.0;0.417910447761194
57662673;CONSOLIDADA;EDNA MARIA RANGEL DE SA;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;66.0;228.0;0.2894736842105263
57662707;CONSOLIDADA;EDNA MARIA RANGEL DE SA;ECT2608;METODOLOGIA DA PESQUISA PARA O TRABALHO DE CONCLUSÃO DE CURSO EM CIÊNCIAS E TECNOLOGIA;102.0;144.0;0.7083333333333334
57662674;CONSOLIDADA;CARLA GIOVANA CABRAL;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;33.0;228.0;0.14473684210526316
57662675;CONSOLIDADA;PEDRO DA CUNHA FERREIRA;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;10.0;165.0;0.06060606060606061
57662675;CONSOLIDADA;JOSE HENRIQUE FERNANDEZ;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;10.0;165.0;0.06060606060606061
57662675;CONSOLIDADA;MARCELO KIYOSHI KIAN NAKAEMA;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;10.0;165.0;0.06060606060606061
57662684;CONSOLIDADA;IDALMIS MILIAN SARDINA MARTINS;ECT2203;LÓGICA DE PROGRAMAÇÃO;110.0;246.0;0.44715447154471544
57662684;CONSOLIDADA;RUMMENIGGE RUDSON DANTAS;ECT2203;LÓGICA DE PROGRAMAÇÃO;110.0;246.0;0.44715447154471544
57662684;CONSOLIDADA;AQUILES MEDEIROS FILGUEIRA BURLAMAQUI;ECT2203;LÓGICA DE PROGRAMAÇÃO;110.0;246.0;0.44715447154471544
57662684;CONSOLIDADA;ORIVALDO VIEIRA DE SANTANA JUNIOR;ECT2203;LÓGICA DE PROGRAMAÇÃO;110.0;246.0;0.44715447154471544
57662685;CONSOLIDADA;GLICIA MARILI AZEVEDO DE MEDEIROS TINOCO;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;31.0;201.0;0.15422885572139303
57662691;CONSOLIDADA;EFRAIN PANTALEON MATAMOROS;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;92.0;262.0;0.3511450381679389
57662691;CONSOLIDADA;CARLOS ALEXANDRE CAMARGO DE ABREU;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;92.0;262.0;0.3511450381679389
57662691;CONSOLIDADA;ZULMARA VIRGINIA DE CARVALHO;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;92.0;262.0;0.3511450381679389
57662694;CONSOLIDADA;DIEGO RODRIGO CABRAL SILVA;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;79.0;303.0;0.2607260726072607
57662694;CONSOLIDADA;HELTON MAIA PEIXOTO;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;79.0;303.0;0.2607260726072607
57662694;CONSOLIDADA;EVERTON SANTI;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;79.0;303.0;0.2607260726072607
57662694;CONSOLIDADA;CARLOS ALBERTO OLARTE VEGA;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;79.0;303.0;0.2607260726072607
57662694;CONSOLIDADA;FRANCISCO JOSE TARGINO VIDAL;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;79.0;303.0;0.2607260726072607
57662694;CONSOLIDADA;SERGIO QUEIROZ DE MEDEIROS;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;79.0;303.0;0.2607260726072607
57662694;CONSOLIDADA;IGOR ROSBERG DE MEDEIROS SILVA;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;79.0;303.0;0.2607260726072607
57662700;CONSOLIDADA;HERCULANA TORRES DOS SANTOS;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;88.0;275.0;0.32
57662700;CONSOLIDADA;GLAUCIO BEZERRA BRANDAO;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;88.0;275.0;0.32
57662712;CONSOLIDADA;SEBASTIAO LUIZ DE OLIVEIRA;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;98.0;238.0;0.4117647058823529
57662712;CONSOLIDADA;LUCIANA DE FIGUEIREDO LOPES LUCENA;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;98.0;238.0;0.4117647058823529
57662712;CONSOLIDADA;JAZIELLI CARVALHO SA;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;98.0;238.0;0.4117647058823529
57662712;CONSOLIDADA;VERA LUCIA LOPES DE CASTRO;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;98.0;238.0;0.4117647058823529
57662715;CONSOLIDADA;CARLOS EDUARDO PELLICER DE OLIVEIRA;ECT2415;EQUAÇÕES DIFERENCIAIS;12.0;31.0;0.3870967741935484
57662715;CONSOLIDADA;EMANUELE ORAZI;ECT2415;EQUAÇÕES DIFERENCIAIS;12.0;31.0;0.3870967741935484
57662721;CONSOLIDADA;AMANDA MELISSA DAMIAO LEITE;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;167.0;278.0;0.6007194244604317
57662721;CONSOLIDADA;JORGE CARLOS LOPES BRAS SILVA PEREIRA;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;167.0;278.0;0.6007194244604317
57662721;CONSOLIDADA;KALINE MELO DE SOUTO VIANA;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;167.0;278.0;0.6007194244604317
57662725;CONSOLIDADA;JOAO RODRIGO SOUZA LEAO;ECT2402;INTRODUÇÃO À FÍSICA CLÁSSICA III;19.0;115.0;0.16521739130434782
57662725;CONSOLIDADA;RAFAEL CHAVES SOUTO ARAUJO;ECT2402;INTRODUÇÃO À FÍSICA CLÁSSICA III;19.0;115.0;0.16521739130434782
57662726;CONSOLIDADA;CAMILA PACELLY BRANDÃO DE ARAÚJO;ECT2413;MECÂNICA DOS FLUIDOS;139.0;180.0;0.7722222222222223
57662726;CONSOLIDADA;DOUGLAS DO NASCIMENTO SILVA;ECT2413;MECÂNICA DOS FLUIDOS;139.0;180.0;0.7722222222222223
57662729;CONSOLIDADA;JOSSANA MARIA DE SOUZA FERREIRA;ECT2414;ELETRICIDADE APLICADA;144.0;209.0;0.6889952153110048
57662729;CONSOLIDADA;ALEXANDRE MAGNUS FERNANDES GUIMARAES;ECT2414;ELETRICIDADE APLICADA;144.0;209.0;0.6889952153110048
57662729;CONSOLIDADA;FLAVIO BEZERRA COSTA;ECT2414;ELETRICIDADE APLICADA;144.0;209.0;0.6889952153110048
